571,"Electron Blaster Cannon I",563
572,"Dual 250mm Railgun I",566
573,"Neutron Blaster Cannon I",563
574,"425mm Railgun I",566
575,"Ion Blaster Cannon I",563
577,"Medium Capacitor Booster I",700
578,"Adaptive Invulnerability Field I",1696
580,"ECM Burst I",678
581,"Passive Targeter I",672
582,"Bantam",61
583,"Condor",61
584,"Griffin",61
585,"Slasher",64
586,"Probe",64
587,"Rifter",64
588,"Reaper",64
589,"Executioner",72
590,"Inquisitor",72
591,"Tormentor",72
592,"Navitas",77
593,"Tristan",77
594,"Incursus",77
596,"Impairor",72
597,"Punisher",72
598,"Breacher",64
599,"Burst",64
601,"Ibis",61
602,"Kestrel",61
603,"Merlin",61
605,"Heron",61
606,"Velator",77
607,"Imicus",77
608,"Atron",77
609,"Maulus",77
620,"Osprey",75
621,"Caracal",75
622,"Stabber",73
623,"Moa",75
624,"Maller",74
625,"Augoror",74
626,"Vexor",76
627,"Thorax",76
628,"Arbitrator",74
629,"Rupture",73
630,"Bellicose",73
631,"Scythe",73
632,"Blackbird",75
633,"Celestis",76
634,"Exequror",76
638,"Raven",80
639,"Tempest",78
640,"Scorpion",80
641,"Megathron",81
642,"Apocalypse",79
643,"Armageddon",79
644,"Typhoon",78
645,"Dominix",81
648,"Badger",84
649,"Badger Mark II",84
650,"Iteron",83
651,"Hoarder",82
652,"Mammoth",82
653,"Wreathe",82
654,"Iteron Mark II",83
655,"Iteron Mark III",83
656,"Iteron Mark IV",83
657,"Iteron Mark V",83
671,"Erebus",815
672,"Caldari Shuttle",396
683,"Bantam Blueprint",261
684,"Condor Blueprint",261
685,"Griffin Blueprint",261
686,"Osprey Blueprint",275
687,"Caracal Blueprint",275
688,"Raven Blueprint",280
689,"Slasher Blueprint",264
690,"Probe Blueprint",264
691,"Rifter Blueprint",264
692,"Stabber Blueprint",273
693,"Tempest Blueprint",278
785,"Miner I Blueprint",338
786,"Light Missile Launcher I Blueprint",340
788,"Heavy Missile Launcher I Blueprint",340
790,"Torpedo Launcher I Blueprint",340
803,"Mjolnir Cruise Missile Blueprint",1526
804,"Scourge Cruise Missile Blueprint",1526
805,"Inferno Cruise Missile Blueprint",1526
806,"Nova Cruise Missile Blueprint",1526
807,"Nova Heavy Missile Blueprint",1527
808,"Mjolnir Heavy Missile Blueprint",1527
809,"Inferno Heavy Missile Blueprint",1527
810,"Scourge Heavy Missile Blueprint",1527
811,"Scourge Light Missile Blueprint",1528
812,"Inferno Light Missile Blueprint",1528
813,"Mjolnir Light Missile Blueprint",1528
814,"Nova Light Missile Blueprint",1528
819,"125mm Gatling AutoCannon I Blueprint",296
820,"150mm Light AutoCannon I Blueprint",296
821,"200mm AutoCannon I Blueprint",296
822,"250mm Light Artillery Cannon I Blueprint",296
823,"280mm Howitzer Artillery I Blueprint",296
824,"Dual 180mm AutoCannon I Blueprint",297
825,"220mm Vulcan AutoCannon I Blueprint",297
826,"425mm AutoCannon I Blueprint",297
827,"650mm Artillery Cannon I Blueprint",297
828,"720mm Howitzer Artillery I Blueprint",297
829,"Dual 425mm AutoCannon I Blueprint",298
830,"Dual 650mm Repeating Artillery I Blueprint",298
831,"800mm Repeating Artillery I Blueprint",298
832,"1200mm Artillery Cannon I Blueprint",298
833,"1400mm Howitzer Artillery I Blueprint",298
834,"Gatling Pulse Laser I Blueprint",292
835,"Dual Light Pulse Laser I Blueprint",292
836,"Dual Light Beam Laser I Blueprint",292
837,"Small Focused Pulse Laser I Blueprint",292
838,"Small Focused Beam Laser I Blueprint",292
839,"Quad Light Beam Laser I Blueprint",293
840,"Focused Medium Pulse Laser I Blueprint",293
841,"Focused Medium Beam Laser I Blueprint",293
842,"Heavy Pulse Laser I Blueprint",293
843,"Heavy Beam Laser I Blueprint",293
844,"Dual Heavy Pulse Laser I Blueprint",295
845,"Dual Heavy Beam Laser I Blueprint",295
846,"Mega Pulse Laser I Blueprint",295
847,"Mega Beam Laser I Blueprint",295
848,"Tachyon Beam Laser I Blueprint",295
879,"Carbonized Lead S Blueprint",313
880,"Nuclear S Blueprint",313
881,"Proton S Blueprint",313
882,"Depleted Uranium S Blueprint",313
883,"Titanium Sabot S Blueprint",313
884,"Fusion S Blueprint",313
885,"Phased Plasma S Blueprint",313
886,"EMP S Blueprint",313
887,"Carbonized Lead M Blueprint",312
888,"Nuclear M Blueprint",312
889,"Proton M Blueprint",312
890,"Depleted Uranium M Blueprint",312
891,"Titanium Sabot M Blueprint",312
892,"Fusion M Blueprint",312
893,"Phased Plasma M Blueprint",312
894,"EMP M Blueprint",312
895,"Carbonized Lead L Blueprint",309
896,"Nuclear L Blueprint",309
897,"Proton L Blueprint",309
898,"Depleted Uranium L Blueprint",309
899,"Titanium Sabot L Blueprint",309
900,"Fusion L Blueprint",309
901,"Phased Plasma L Blueprint",309
902,"EMP L Blueprint",309
936,"Executioner Blueprint",272
937,"Inquisitor Blueprint",272
938,"Tormentor Blueprint",272
939,"Navitas Blueprint",277
940,"Tristan Blueprint",277
941,"Incursus Blueprint",277
944,"Punisher Blueprint",272
945,"Breacher Blueprint",264
946,"Burst Blueprint",264
949,"Kestrel Blueprint",261
950,"Merlin Blueprint",261
952,"Heron Blueprint",261
954,"Imicus Blueprint",277
955,"Atron Blueprint",277
956,"Maulus Blueprint",277
967,"Caldari Shuttle Blueprint",416
968,"Moa Blueprint",275
969,"Maller Blueprint",274
970,"Augoror Blueprint",274
971,"Vexor Blueprint",276
972,"Thorax Blueprint",276
973,"Arbitrator Blueprint",274
974,"Rupture Blueprint",273
975,"Bellicose Blueprint",273
976,"Scythe Blueprint",273
977,"Blackbird Blueprint",275
978,"Celestis Blueprint",276
979,"Exequror Blueprint",276
983,"Badger Blueprint",284
984,"Badger Mark II Blueprint",284
985,"Iteron Blueprint",283
986,"Hoarder Blueprint",282
987,"Mammoth Blueprint",282
988,"Wreathe Blueprint",282
989,"Iteron Mark II Blueprint",283
990,"Iteron Mark III Blueprint",283
991,"Iteron Mark IV Blueprint",283
992,"Iteron Mark V Blueprint",283
994,"Scorpion Blueprint",280
995,"Megathron Blueprint",281
996,"Apocalypse Blueprint",279
997,"Armageddon Blueprint",279
998,"Typhoon Blueprint",278
999,"Dominix Blueprint",281
1002,"Erebus Blueprint",886
1010,"Small Shield Extender I Blueprint",1549
1026,"Shield Recharger I Blueprint",1551
1032,"Small Shield Booster I Blueprint",1552
1067,"1MN Microwarpdrive I Blueprint",331
1072,"1MN Afterburner I Blueprint",1525
1074,"Cargo Scanner I Blueprint",325
1075,"Ship Scanner I Blueprint",325
1076,"Survey Scanner I Blueprint",325
1079,"Warp Scrambler I Blueprint",1569
1096,"Gyrostabilizer I Blueprint",343
1099,"Small Armor Repairer I Blueprint",1536
1100,"Small Hull Repairer I Blueprint",1537
1102,"Stasis Webifier I Blueprint",1570
1105,"Small Energy Transfer Array I Blueprint",1562
1106,"Small Nosferatu I Blueprint",1564
1109,"Small Energy Neutralizer I Blueprint",1565
1112,"75mm Gatling Rail I Blueprint",291
1113,"Light Electron Blaster I Blueprint",291
1114,"Light Ion Blaster I Blueprint",291
1115,"Light Neutron Blaster I Blueprint",291
1116,"150mm Railgun I Blueprint",291
1117,"Heavy Electron Blaster I Blueprint",290
1118,"Dual 150mm Railgun I Blueprint",290
1119,"Heavy Neutron Blaster I Blueprint",290
1120,"Heavy Ion Blaster I Blueprint",290
1121,"250mm Railgun I Blueprint",290
1122,"Electron Blaster Cannon I Blueprint",289
1123,"Dual 250mm Railgun I Blueprint",289
1124,"Neutron Blaster Cannon I Blueprint",289
1125,"425mm Railgun I Blueprint",289
1126,"Ion Blaster Cannon I Blueprint",289
1128,"Medium Capacitor Booster I Blueprint",1563
1129,"Adaptive Invulnerability Field I Blueprint",1548
1130,"Iron Charge S Blueprint",307
1131,"Tungsten Charge S Blueprint",307
1132,"Iridium Charge S Blueprint",307
1133,"Lead Charge S Blueprint",307
1134,"Thorium Charge S Blueprint",307
1135,"Uranium Charge S Blueprint",307
1136,"Plutonium Charge S Blueprint",307
1137,"Antimatter Charge S Blueprint",307
1138,"Iron Charge M Blueprint",308
1139,"Tungsten Charge M Blueprint",308
1140,"Iridium Charge M Blueprint",308
1141,"Lead Charge M Blueprint",308
1142,"Thorium Charge M Blueprint",308
1143,"Uranium Charge M Blueprint",308
1144,"Plutonium Charge M Blueprint",308
1145,"Antimatter Charge M Blueprint",308
1146,"Iron Charge L Blueprint",306
1147,"Tungsten Charge L Blueprint",306
1148,"Iridium Charge L Blueprint",306
1149,"Lead Charge L Blueprint",306
1150,"Thorium Charge L Blueprint",306
1151,"Uranium Charge L Blueprint",306
1152,"Plutonium Charge L Blueprint",306
1153,"Antimatter Charge L Blueprint",306
1154,"Radio S Blueprint",302
1155,"Microwave S Blueprint",302
1156,"Infrared S Blueprint",302
1157,"Standard S Blueprint",302
1158,"Ultraviolet S Blueprint",302
1159,"Xray S Blueprint",302
1160,"Gamma S Blueprint",302
1161,"Multifrequency S Blueprint",302
1162,"Radio M Blueprint",303
1163,"Microwave M Blueprint",303
1164,"Infrared M Blueprint",303
1165,"Standard M Blueprint",303
1166,"Ultraviolet M Blueprint",303
1167,"Xray M Blueprint",303
1168,"Gamma M Blueprint",303
1169,"Multifrequency M Blueprint",303
1170,"Radio L Blueprint",305
1171,"Microwave L Blueprint",305
1172,"Infrared L Blueprint",305
1173,"Standard L Blueprint",305
1174,"Ultraviolet L Blueprint",305
1175,"Xray L Blueprint",305
1176,"Gamma L Blueprint",305
1177,"Multifrequency L Blueprint",305
1178,"Cap Booster 25 Blueprint",339
1179,"Cap Booster 50 Blueprint",339
1182,"Auto Targeting System I",670
1183,"Small Armor Repairer II",1049
1185,"Small Capacitor Battery I",703
1186,"Small Capacitor Battery I Blueprint",1558
1190,"Small Energy Transfer Array II",695
1192,"Basic Overdrive Injector System",1087
1193,"Basic EM Plating",1668
1195,"Cap Recharger I",665
1196,"Cap Recharger I Blueprint",1555
1197,"EM Plating I",1668
1198,"EM Plating II",1668
1201,"Wasp I",839
1202,"Civilian Mining Drone",158
1204,"EM Plating I Blueprint",1544
1208,"Auto Targeting System I Blueprint",1579
1210,"ECM Burst I Blueprint",1568
1212,"Passive Targeter I Blueprint",1582
1214,"Wasp I Blueprint",359
1215,"Heavy Defender Missile I Blueprint",316
1216,"Mjolnir Auto-Targeting Light Missile I Blueprint",315
1218,"Civilian Mining Drone Blueprint",358
1220,"Scourge Rocket Blueprint",318
1221,"Scourge Torpedo Blueprint",390
1223,"Bistot",514
1224,"Pyroxeres",515
1225,"Crokite",521
1226,"Jaspet",529
1227,"Omber",526
1228,"Scordite",519
1229,"Gneiss",525
1230,"Veldspar",518
1231,"Hemorphite",528
1232,"Dark Ochre",522
1236,"Overdrive Injector System II",1087
1240,"Basic Reinforced Bulkheads",1195
1242,"Basic Nanofiber Internal Structure",1196
1244,"Overdrive Injector System I",1087
1245,"Overdrive Injector System I Blueprint",332
1246,"Capacitor Flux Coil I",666
1247,"Capacitor Flux Coil I Blueprint",1556
1248,"Capacitor Flux Coil II",666
1254,"Shield Flux Coil I",687
1255,"Shield Flux Coil I Blueprint",1547
1256,"Shield Flux Coil II",687
1262,"Basic Explosive Plating",1667
1264,"Explosive Plating I",1667
1265,"Explosive Plating I Blueprint",1544
1266,"Explosive Plating II",1667
1272,"Basic Layered Plating",1669
1274,"Layered Plating I",1669
1275,"Layered Plating I Blueprint",1544
1276,"Layered Plating II",1669
1282,"Basic Kinetic Plating",1666
1284,"Kinetic Plating I",1666
1285,"Kinetic Plating I Blueprint",1544
1286,"Kinetic Plating II",1666
1292,"Basic Thermic Plating",1665
1294,"Thermic Plating I",1665
1295,"Thermic Plating I Blueprint",1544
1296,"Thermic Plating II",1665
1302,"Basic Adaptive Nano Plating",1670
1304,"Adaptive Nano Plating I",1670
1305,"Adaptive Nano Plating I Blueprint",1544
1306,"Adaptive Nano Plating II",1670
1315,"Basic Expanded Cargohold",1197
1317,"Expanded Cargohold I",1197
1318,"Expanded Cargohold I Blueprint",335
1319,"Expanded Cargohold II",1197
1333,"Reinforced Bulkheads I",1195
1334,"Reinforced Bulkheads I Blueprint",335
1335,"Reinforced Bulkheads II",1195
1351,"Basic Reactor Control Unit",659
1353,"Reactor Control Unit I",659
1354,"Reactor Control Unit I Blueprint",1561
1355,"Reactor Control Unit II",659
1401,"Basic Inertia Stabilizers",1086
1403,"Inertia Stabilizers I",1086
1404,"Inertia Stabilizers I Blueprint",332
1405,"Inertia Stabilizers II",1086
1419,"Basic Shield Power Relay",688
1422,"Shield Power Relay II",688
1436,"Auto Targeting System II",670
1445,"Capacitor Power Relay I",667
1446,"Capacitor Power Relay I Blueprint",1557
1447,"Capacitor Power Relay II",667
1537,"Basic Power Diagnostic System",658
1539,"Power Diagnostic System I",658
1540,"Power Diagnostic System I Blueprint",1560
1541,"Power Diagnostic System II",658
1547,"Small Proton Smartbomb I",382
1548,"Small Proton Smartbomb I Blueprint",341
1549,"Small Proton Smartbomb II",382
1551,"Small Graviton Smartbomb I",382
1552,"Small Graviton Smartbomb I Blueprint",341
1553,"Small Graviton Smartbomb II",382
1557,"Small Plasma Smartbomb I",382
1558,"Small Plasma Smartbomb I Blueprint",341
1559,"Small Plasma Smartbomb II",382
1563,"Small EMP Smartbomb I",382
1564,"Small EMP Smartbomb I Blueprint",341
1565,"Small EMP Smartbomb II",382
1798,"Basic EM Ward Amplifier",1691
1800,"Basic Thermic Dissipation Amplifier",1688
1802,"Basic Kinetic Deflection Amplifier",1689
1804,"Basic Explosive Deflection Amplifier",1690
1808,"EM Ward Amplifier I",1691
1809,"EM Ward Amplifier I Blueprint",1554
1810,"Scourge Auto-Targeting Light Missile I",914
1811,"Scourge Auto-Targeting Light Missile I Blueprint",315
1814,"Nova Auto-Targeting Light Missile I",914
1815,"Nova Auto-Targeting Light Missile I Blueprint",315
1816,"Inferno Auto-Targeting Light Missile I",914
1817,"Inferno Auto-Targeting Light Missile I Blueprint",315
1818,"Scourge Auto-Targeting Heavy Missile I",914
1819,"Scourge Auto-Targeting Heavy Missile I Blueprint",315
1820,"Mjolnir Auto-Targeting Heavy Missile I",914
1821,"Mjolnir Auto-Targeting Heavy Missile I Blueprint",315
1822,"Nova Auto-Targeting Heavy Missile I",914
1823,"Nova Auto-Targeting Heavy Missile I Blueprint",315
1824,"Inferno Auto-Targeting Heavy Missile I",914
1825,"Inferno Auto-Targeting Heavy Missile I Blueprint",315
1826,"Scourge Auto-Targeting Cruise Missile I",914
1827,"Scourge Auto-Targeting Cruise Missile I Blueprint",315
1828,"Mjolnir Auto-Targeting Cruise Missile I",914
1829,"Mjolnir Auto-Targeting Cruise Missile I Blueprint",315
1830,"Nova Auto-Targeting Cruise Missile I",914
1831,"Nova Auto-Targeting Cruise Missile I Blueprint",315
1832,"Inferno Auto-Targeting Cruise Missile I",914
1833,"Inferno Auto-Targeting Cruise Missile I Blueprint",315
1855,"Ship Scanner II",713
1875,"Rapid Light Missile Launcher I",641
1876,"Rapid Light Missile Launcher I Blueprint",340
1877,"Rapid Light Missile Launcher II",641
1893,"Basic Heat Sink",647
1944,"Bestower",85
1945,"Bestower Blueprint",285
1946,"Basic RADAR Backup Array",722
1947,"ECCM - Radar I",729
1948,"ECM - Ion Field Projector I",715
1949,"Basic Signal Amplifier",669
1951,"Basic Tracking Enhancer",707
1952,"Sensor Booster II",671
1955,"ECM - Spatial Destabilizer I",717
1956,"ECM - White Noise Generator I",718
1957,"ECM - Multispectral Jammer I",719
1958,"ECM - Phase Inverter I",716
1959,"ECCM Projector I",686
1960,"ECCM Projector II",686
1963,"Remote Sensor Booster I",673
1964,"Remote Sensor Booster II",673
1968,"Remote Sensor Dampener I",679
1969,"Remote Sensor Dampener II",679
1973,"Sensor Booster I",671
1977,"Tracking Computer I",706
1978,"Tracking Computer II",706
1982,"Basic LADAR Backup Array",721
1983,"Basic Gravimetric Backup Array",720
1984,"Basic Magnetometric Backup Array",723
1985,"Basic Multi Sensor Backup Array",724
1986,"Signal Amplifier I",669
1987,"Signal Amplifier II",669
1998,"Tracking Enhancer I",707
1999,"Tracking Enhancer II",707
2001,"Cynosural Suppression",1282
2002,"ECCM - Ladar I",726
2003,"ECCM - Magnetometric I",727
2004,"ECCM - Gravimetric I",725
2005,"ECCM - Omni I",728
2006,"Omen",74
2007,"Omen Blueprint",274
2008,"Cynosural Navigation",1282
2009,"Supercapital Construction Facilities",1282
2018,"Medium Capacitor Battery I",704
2019,"Medium Capacitor Battery I Blueprint",1558
2020,"Large Capacitor Battery I",705
2021,"Large Capacitor Battery I Blueprint",1558
2024,"Medium Capacitor Booster II",700
2026,"Pirate Detection Array 1",1284
2027,"Pirate Detection Array 2",1284
2028,"Pirate Detection Array 3",1284
2029,"Pirate Detection Array 4",1284
2030,"Pirate Detection Array 5",1284
2031,"Entrapment Array 1",1284
2032,"Cap Recharger II",665
2034,"Entrapment Array 2",1284
2035,"Entrapment Array 3",1284
2036,"Entrapment Array 4",1284
2037,"Entrapment Array 5",1284
2038,"Cargo Scanner II",711
2040,"Ore Prospecting Array 1",1283
2041,"Ore Prospecting Array 2",1283
2042,"Ore Prospecting Array 3",1283
2043,"Ore Prospecting Array 4",1283
2044,"Ore Prospecting Array 5",1283
2046,"Damage Control I",615
2047,"Damage Control I Blueprint",1542
2048,"Damage Control II",615
2050,"Gistum C-Type Adaptive Invulnerability Field",1696
2053,"Survey Networks 1",1283
2054,"Survey Networks 2",1283
2055,"Survey Networks 3",1283
2056,"Survey Networks 4",1283
2057,"Survey Networks 5",1283
2058,"Quantum Flux Generator 1",1284
2059,"Quantum Flux Generator 2",1284
2060,"Quantum Flux Generator 3",1284
2061,"Quantum Flux Generator 4",1284
2062,"Quantum Flux Generator 5",1284
2073,"Microorganisms",1333
2078,"Zephyr",1619
2082,"Genolution Core Augmentation CA-1",618
2103,"Tracking Link I",708
2104,"Tracking Link II",708
2108,"Tracking Disruptor I",680
2109,"Tracking Disruptor II",680
2117,"ECM Burst II",678
2161,"Crucifier",72
2162,"Crucifier Blueprint",272
2173,"Infiltrator I",838
2174,"Infiltrator I Blueprint",1532
2175,"Infiltrator II",838
2178,"Guristas Nova Citadel Cruise Missile",1317
2180,"Guristas Scourge Citadel Cruise Missile",1317
2182,"Guristas Inferno Citadel Cruise Missile",1317
2183,"Hammerhead I",838
2184,"Hammerhead I Blueprint",1532
2185,"Hammerhead II",838
2188,"Guristas Mjolnir Citadel Cruise Missile",1317
2193,"Praetor I",839
2194,"Praetor I Blueprint",359
2195,"Praetor II",839
2203,"Acolyte I",837
2204,"Acolyte I Blueprint",1531
2205,"Acolyte II",837
2254,"Temperate Command Center",1322
2258,"ECCM - Omni II",728
2259,"ECCM - Gravimetric II",725
2260,"ECCM - Ladar II",726
2261,"ECCM - Magnetometric II",727
2262,"ECCM - Radar II",729
2267,"Base Metals",1333
2268,"Aqueous Liquids",1333
2270,"Noble Metals",1333
2272,"Heavy Metals",1333
2281,"Adaptive Invulnerability Field II",1696
2286,"Planktic Colonies",1333
2287,"Complex Organisms",1333
2288,"Carbon Compounds",1333
2289,"Explosive Deflection Field I",1694
2290,"Explosive Deflection Field I Blueprint",1548
2291,"Kinetic Deflection Field I",1693
2292,"Kinetic Deflection Field I Blueprint",1548
2293,"EM Ward Field I",1695
2294,"EM Ward Field I Blueprint",1548
2295,"Thermic Dissipation Field I",1692
2296,"Thermic Dissipation Field I Blueprint",1548
2297,"Explosive Deflection Field II",1694
2299,"Kinetic Deflection Field II",1693
2301,"EM Ward Field II",1695
2303,"Thermic Dissipation Field II",1692
2305,"Autotrophs",1333
2306,"Non-CS Crystals",1333
2307,"Felsic Magma",1333
2308,"Suspended Plasma",1333
2309,"Ionic Solutions",1333
2310,"Noble Gas",1333
2311,"Reactive Gas",1333
2312,"Supertensile Plastics",1335
2317,"Oxides",1335
2319,"Test Cultures",1335
2321,"Polyaramids",1335
2327,"Microfiber Shielding",1335
2328,"Water-Cooled CPU",1335
2329,"Biocells",1335
2331,"Shield Power Relay I",688
2332,"Shield Power Relay I Blueprint",1550
2333,"Survey Scanner II",714
2341,"Passive Targeter II",672
2344,"Condensates",1336
2345,"Camera Drones",1336
2346,"Synthetic Synapses",1336
2348,"Gel-Matrix Biopaste",1336
2349,"Supercomputers",1336
2351,"Smartfab Units",1336
2352,"Nuclear Reactors",1336
2354,"Neocoms",1336
2355,"Small Hull Repairer II",1053
2358,"Biotech Research Reports",1336
2360,"Industrial Explosives",1336
2361,"Hermetic Membranes",1336
2363,"Heat Sink I",647
2364,"Heat Sink II",647
2366,"Hazmat Detection Systems",1336
2367,"Cryoprotectant Solution",1336
2368,"Broken Organic Mortar Applicators",20
2369,"Broken Sterile Conduits",20
2371,"Broken Nano-Factory",20
2373,"Broken Self-Harmonizing Power Core",20
2374,"Broken Recursive Computing Module",20
2375,"Broken Broadcast Node",20
2376,"Broken Integrity Response Drones",20
2377,"Broken Wetware Mainframe",20
2389,"Plasmoids",1334
2390,"Electrolytes",1334
2392,"Oxidizing Compound",1334
2393,"Bacteria",1334
2395,"Proteins",1334
2396,"Biofuels",1334
2397,"Industrial Fibers",1334
2398,"Reactive Metals",1334
2399,"Precious Metals",1334
2400,"Toxic Metals",1334
2401,"Chiral Structures",1334
2403,"Advanced Planetology",1323
2404,"Light Missile Launcher II",640
2406,"Planetology",1323
2410,"Heavy Missile Launcher II",642
2420,"Torpedo Launcher II",644
2436,"Wasp II",839
2444,"Ogre I",839
2445,"Ogre I Blueprint",359
2446,"Ogre II",839
2454,"Hobgoblin I",837
2455,"Hobgoblin I Blueprint",1531
2456,"Hobgoblin II",837
2463,"Nanites",1335
2464,"Hornet I",837
2465,"Hornet I Blueprint",1531
2466,"Hornet II",837
2476,"Berserker I",839
2477,"Berserker I Blueprint",359
2478,"Berserker II",839
2486,"Warrior I",837
2487,"Warrior I Blueprint",1531
2488,"Warrior II",837
2495,"Interplanetary Consolidation",1323
2505,"Command Center Upgrades",1323
2506,"Mjolnir Torpedo",923
2507,"Mjolnir Torpedo Blueprint",390
2508,"Nova Torpedo",923
2509,"Nova Torpedo Blueprint",390
2510,"Inferno Torpedo",923
2511,"Inferno Torpedo Blueprint",390
2512,"Mjolnir Rocket",922
2513,"Mjolnir Rocket Blueprint",318
2514,"Inferno Rocket",922
